년,월,일,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%),최대전력기준일시,,평균기온(℃),평균최고기온(℃),최저기온(℃)
2018,2,17,116428,91080,59867,31213,52.1,2018/02/17(24:00),,-0.2,4.6,-11
2018,2,16,116428,91926,57733,34193,59.2,2018/02/16(24:00),,1,7.6,-12.8
2018,2,15,116428,96010,63182,32828,52,2018/02/15(01:00),,1.9,7.5,-9.5
2018,2,14,116428,98260,77843,20417,26.2,2018/02/14(10:00),,4.7,11.9,-11.8
2018,2,13,116428,99516,83809,15707,18.7,2018/02/13(10:00),,-0.7,5.1,-16
2018,2,12,116428,99856,86637,13219,15.3,2018/02/12(11:00),,-4.1,-0.1,-17.6
2018,2,11,116428,96307,68538,27769,40.5,2018/02/11(24:00),,-3.6,0.1,-15.7
2018,2,10,116428,95524,71240,24284,34.1,2018/02/10(11:00),,1.5,7,-12
2018,2,9,116428,100220,84660,15560,18.4,2018/02/09(10:00),,1.4,8.6,-15
2018,2,8,116428,99882,87277,12605,14.4,2018/02/08(10:00),,-3.6,4.6,-18.5
2018,2,7,116428,101050,87513,13537,15.5,2018/02/07(11:00),,-6.7,0,-23.4
2018,2,6,116428,101148,88238,12910,14.6,2018/02/06(10:00),,-8,-3.5,-20.4
2018,2,5,116428,100724,87623,13101,15,2018/02/05(11:00),,-7.4,-2.6,-20.3
2018,2,4,116428,95710,69711,25999,37.3,2018/02/04(24:00),,-7.1,-3.1,-19.1
2018,2,3,116428,96130,72685,23445,32.3,2018/02/03(11:00),,-4.5,-0.8,-15.5
2018,2,2,116428,100029,84653,15376,18.2,2018/02/02(10:00),,-2.4,4.4,-18.8
2018,2,1,116428,100239,83904,16335,19.5,2018/02/01(10:00),,-2.1,4.4,-18.6
2018,1,31,116428,99706,85260,14446,16.9,2018/01/31(10:00),,-1,3.9,-11.4
2018,1,30,116428,99203,86754,12449,14.3,2018/01/30(10:00),,-4.6,1.4,-20.4
2018,1,29,116428,99605,86561,13044,15.1,2018/01/29(11:00),,-5.9,-1.7,-18.9
2018,1,28,116428,95051,68496,26555,38.8,2018/01/28(01:00),,-2.7,1.8,-13.6
2018,1,27,116428,97365,74418,22947,30.8,2018/01/27(01:00),,-7,0.4,-24.6
2018,1,26,116428,99232,87063,12169,14,2018/01/26(11:00),,-10.4,-5.4,-25.2
2018,1,25,116428,99147,87247,11900,13.6,2018/01/25(17:00),,-9.9,-5.1,-24.1
2018,1,24,116428,98511,86277,12234,14.2,2018/01/24(17:00),,-10.4,-6.5,-23
2018,1,23,116428,98318,85442,12876,15.1,2018/01/23(11:00),,-6.4,0.7,-19.6
2018,1,22,116428,97485,80609,16876,20.9,2018/01/22(11:00),,2.9,7.6,-8.8
2018,1,21,116428,94866,63917,30949,48.4,2018/01/21(24:00),,1.2,7.5,-13
2018,1,20,116428,92979,67813,25166,37.1,2018/01/20(11:00),,1.2,7.7,-9.2
2018,1,19,116428,96839,79633,17206,21.6,2018/01/19(10:00),,1.3,7.3,-8
2018,1,18,116428,96327,79748,16579,20.8,2018/01/18(10:00),,3.7,7.8,-4.8
2018,1,17,116428,95696,80766,14930,18.5,2018/01/17(11:00),,4.3,7.8,-2.5
2018,1,16,116428,96018,82564,13454,16.3,2018/01/16(11:00),,3.8,8.2,-6.9
2018,1,15,116428,95204,80495,14709,18.3,2018/01/15(10:00),,4.4,10.8,-7.1
2018,1,14,116428,94636,66286,28350,42.8,2018/01/14(01:00),,-0.3,6.7,-16.8
2018,1,13,116428,93735,72843,20892,28.7,2018/01/13(11:00),,-3.1,3.1,-16.1
2018,1,12,116428,98988,85497,13491,15.8,2018/01/12(11:00),,-8.5,-3.7,-22.2
2018,1,11,116428,98986,85612,13374,15.6,2018/01/11(11:00),,-8.2,-4.3,-19.7
2018,1,10,116428,99146,84978,14168,16.7,2018/01/10(11:00),,-4.5,-0.7,-8.1
2018,1,9,116428,98786,84021,14765,17.6,2018/01/09(11:00),,-1.3,1.5,-11.1
2018,1,8,116428,98246,83012,15234,18.4,2018/01/08(11:00),,2.3,4.8,-5
2018,1,7,116428,94608,64428,30180,46.8,2018/01/07(01:00),,-0.3,4.4,-16
2018,1,6,116428,94963,68502,26461,38.6,2018/01/06(11:00),,-0.7,5.5,-14.9
2018,1,5,116428,98798,82551,16247,19.7,2018/01/05(10:00),,-0.1,4.7,-3.4
2018,1,4,116428,98111,84027,14084,16.8,2018/01/04(11:00),,-1.7,2.3,-18.5
2018,1,3,116428,98830,81596,17234,21.1,2018/01/03(10:00),,-1.6,2.8,-16.8
2018,1,2,116428,98255,79331,18924,23.9,2018/01/02(11:00),,0.2,5.8,-12.3
2018,1,1,116428,97398,62145,35253,56.7,2018/01/01(24:00),,-0.4,5.2,-13.1
2017,12,31,116908,96958,62446,34512,55.3,2017/12/31(24:00),,2.1,5.8,-8.9
2017,12,30,116908,95536,64779,30757,47.5,2017/12/30(11:00),,2.9,7.1,-12
2017,12,29,116908,97981,78857,19124,24.3,2017/12/29(10:00),,2.9,8,-9.3
2017,12,28,116908,97955,83478,14477,17.3,2017/12/28(10:00),,-1.5,3.7,-14.4
2017,12,27,116657,98281,83589,14692,17.6,2017/12/27(10:00),,-3.9,0.7,-16.1
2017,12,26,116657,97780,81374,16406,20.2,2017/12/26(10:00),,-0.6,4.1,-13.7
2017,12,25,116657,96082,66498,29584,44.5,2017/12/25(19:00),,0.2,3.5,-8.9
2017,12,24,116657,94461,63302,31159,49.2,2017/12/24(24:00),,4.3,8.1,-4.4
2017,12,23,116657,93545,67211,26334,39.2,2017/12/23(11:00),,3.9,11,-8.2
2017,12,22,116657,93545,81852,13992,17.1,2017/12/22(10:00),,1.7,8.5,-10.8
2017,12,21,116657,94978,83450,11528,13.8,2017/12/21(10:00),,-0.1,5.8,-13.3
2017,12,20,116657,97205,83664,13541,16.2,2017/12/20(10:00),,-1.5,4.7,-17.9
2017,12,19,116657,97171,83873,13298,15.9,2017/12/19(10:00),,-1.3,3.4,-15.7
2017,12,18,116657,96581,84640,11941,14.1,2017/12/18(11:00),,-0.2,5.7,-14.7
2017,12,17,116657,95078,66825,28253,42.3,2017/12/17(19:00),,-4.4,0.3,-17.1
2017,12,16,116657,92603,70890,21713,30.6,2017/12/16(11:00),,-1.7,2.1,-13.9
2017,12,15,116657,96407,84115,12292,14.6,2017/12/15(10:00),,-0.8,4.7,-15
2017,12,14,116657,97828,84968,12860,15.1,2017/12/14(10:00),,-4,2.8,-20.5
2017,12,13,116657,97418,84012,13406,16,2017/12/13(10:00),,-5.2,0.4,-19
2017,12,12,116657,96095,85133,10962,12.9,2017/12/12(10:00),,-6,-1.7,-19.3
2017,12,11,116657,95498,83927,11571,13.8,2017/12/11(18:00),,-3,1.7,-17
2017,11,25,116278,86553,65980,20573,31.2,2017/11/25(11:00),,4,10.4,-10.4
2017,11,24,116278,92807,77605,15202,19.6,2017/11/24(10:00),,1.9,6.5,-9.2
2017,11,23,116278,92783,77003,15780,20.5,2017/11/23(11:00),,2.3,6.7,-11.4
2017,11,22,115900,91187,77349,13838,17.9,2017/11/22(11:00),,5.3,10.7,-7.1
2017,11,21,115900,90278,77327,12951,16.7,2017/11/21(10:00),,2.9,10.2,-11.7
2017,11,20,115900,91442,76794,14648,19.1,2017/11/20(18:00),,3.1,8.3,-9.9
2017,11,19,115900,90095,61715,28380,46,2017/11/19(19:00),,0.8,5.5,-11.5
2017,11,18,115900,89274,64400,24874,38.6,2017/11/18(19:00),,2,7.6,-9.7
2017,11,17,115900,92398,74345,18053,24.3,2017/11/17(11:00),,5.1,10.4,-9.7
2017,11,16,115900,91217,72971,18246,25,2017/11/16(18:00),,3.1,9.3,-9.1
2017,11,15,115900,89682,72590,17704,24.6,2017/11/15(18:00),,5.5,10.3,-6.3
2017,11,14,115900,87731,70501,17171,24.4,2017/11/14(18:00),,9.2,14.4,-2.2
2017,11,13,115900,87918,70689,17229,24.4,2017/11/13(11:00),,8.2,14.4,-5.7
2017,11,12,115900,87050,57618,29432,51.1,2017/11/12(19:00),,5.6,13.6,-7.7
2017,11,11,115900,85993,59621,26372,44.2,2017/11/11(19:00),,6.7,12.1,-5.5
2017,11,10,115900,85972,68299,17673,25.9,2017/11/10(17:00),,11.5,19.4,-1.6
2017,11,9,115900,88234,67500,20734,30.7,2017/11/09(19:00),,9.2,17.6,-5.4
2017,11,8,115900,88117,66862,21255,31.8,2017/11/08(18:00),,14.1,19.6,-0.9
2017,11,7,115900,87229,67851,19378,28.6,2017/11/07(19:00),,13.5,19.8,-2.6
2017,11,6,115900,88088,68148,19940,29.3,2017/11/06(19:00),,9.6,18,-4.9
2017,11,5,115900,85517,56809,28708,50.5,2017/11/05(19:00),,7.6,15.7,-4.8
2017,11,4,115900,83556,58933,24623,41.8,2017/11/04(19:00),,8.1,13.8,-1.9
2017,11,3,115900,85673,66731,18942,28.4,2017/11/03(17:00),,12.1,18.4,1.7
2017,11,2,115900,86093,67063,19030,28.4,2017/11/02(19:00),,13.4,19.3,2.7
2017,11,1,115900,85425,66262,19163,28.9,2017/11/01(17:00),,12.2,18.5,-1.8
2017,10,31,115900,87081,67675,19406,28.7,2017/10/31(19:00),,8.8,17.5,-5.3
2017,10,30,115900,87521,68265,19256,28.2,2017/10/30(19:00),,7.9,14.1,-4.5
2017,10,29,115900,84929,56295,28634,50.9,2017/10/29(20:00),,12.8,19.4,0.4
2017,10,28,115900,83421,58510,24911,42.6,2017/10/28(19:00),,15.3,22.1,3
2017,10,27,115900,86125,66589,19536,29.3,2017/10/27(19:00),,14.4,21.5,5.1
2017,10,26,115900,85521,67751,17770,26.2,2017/10/26(19:00),,12.7,19.5,-0.4
2017,10,25,115900,87495,67111,20384,30.4,2017/10/25(19:00),,11.7,19.8,-3
2017,10,24,115900,86397,67971,18426,27.1,2017/10/24(19:00),,11.7,18.5,7.3
2017,10,23,115900,87936,67501,20435,30.3,2017/10/23(19:00),,12.9,18.6,-1.3
2017,10,22,115900,88162,56047,32115,57.3,2017/10/22(20:00),,15.5,21.7,9.4
2017,10,21,115900,86319,58896,27423,46.6,2017/10/21(19:00),,15.1,22.6,0.1
2017,10,20,115900,87499,66981,205180,30.6,2017/10/20(19:00),,15.2,22.4,2.2
2017,10,19,115900,86417,68224,19840,29.3,2017/10/19(19:00),,15.3,20.5,6
2017,10,18,115900,86343,67701,18642,27.5,2017/10/18(17:00),,15.6,18.7,7.4
2017,10,17,115900,85546,68021,17525,25.8,2017/10/17(19:00),,15.1,21.6,3.1
2017,10,16,115900,84250,67783,16467,24.3,2017/10/16(19:00),,15.5,20.2,5.5
2017,10,15,115249,83035,56499,26536,47,2017/10/15(20:00),,14.7,19.4,1.3
2017,10,14,115249,85314,58848,26466,45,2017/10/14(19:00),,14.1,20.3,-0.8
2017,10,13,115249,87471,66400,21071,31.7,2017/10/13(19:00),,13,19.2,1.7
2017,10,12,115249,89422,67158,22264,33.2,2017/10/12(19:00),,13.1,15.5,3.4
2017,10,11,115249,89078,68423,20655,30.2,2017/10/11(11:00),,17.7,21.8,9.2
2017,10,10,115249,88736,70113,18623,26.6,2017/10/10(17:00),,20.9,26.6,12.1
2017,10,9,115249,88352,62781,25571,40.7,2017/10/09(19:00),,20.9,27.1,11
2017,10,8,115249,84897,56165,28732,51.2,2017/10/08(20:00),,20.4,26.5,11.2
2017,10,7,115249,84897,54716,30181,55.2,2017/10/07(20:00),,19.4,24.6,11.1
2017,10,6,115249,85300,52312,32988,63.1,2017/10/06(20:00),,16.5,19,8.4
2017,10,5,115249,86206,48919,37287,76.2,2017/10/05(20:00),,16.8,21,5.3
2017,10,4,115249,90044,46004,44040,95.7,2017/10/04(20:00),,17.1,22.3,6.4
2017,10,3,115249,89682,48934,40748,83.3,2017/10/03(20:00),,18.1,23.1,의령군
2017,10,2,115249,90276,55447,34829,62.8,2017/10/02(20:00),,19.9,24.6,10.5
2017,10,1,115249,89766,56530,33236,58.8,2017/10/01(20:00),,16.6,20.3,6.3
2017,9,30,115249,90193,58351,31842,54.6,2017/09/30(19:00),,17.3,25.9,3.2
2017,9,29,115249,93193,64707,28486,44,2017/09/29(18:00),,15.8,21.8,2.9
2017,9,28,114206,91397,68330,23067,33.8,2017/09/28(17:00),,19.7,25.1,합천
2017,9,27,114206,90947,70978,19969,28.1,2017/09/27(15:00),,19.4,22.6,12.7
2017,9,26,114206,92144,72947,19197,26.3,2017/09/26(17:00),,22.3,28.3,11.3
2017,9,25,114206,91820,72798,19022,26.1,2017/09/25(17:00),,21.8,28.5,10.7
2017,9,24,114206,89652,59195,30457,51.5,2017/09/24(20:00),,21.1,27.6,8.3
2017,9,23,114206,89309,61791,27518,44.5,2017/09/23(15:00),,19.9,26.3,9.6
2017,9,22,114206,91816,69987,21829,31.2,2017/09/22(17:00),,19.3,26.5,5.4
2017,9,21,114206,91777,69362,22415,32.3,2017/09/21(17:00),,18.2,25.7,3.8
2017,9,20,114206,92456,68979,23477,34,2017/09/20(17:00),,19.7,24.5,7.2
2017,9,19,114206,92665,73115,19550,26.7,2017/09/19(16:00),,21.9,27.3,16.5
2017,9,18,114206,92551,71299,21252,29.8,2017/09/18(17:00),,20.7,27.2,8.4
2017,9,17,114206,87659,58088,29571,50.9,2017/09/17(20:00),,21.1,26.1,17
2017,9,16,114206,88214,60602,27612,45.6,2017/09/16(15:00),,20.5,24.8,10.1
2017,9,15,114206,92279,69521,22758,32.7,2017/09/15(17:00),,20.6,25.3,10.1
2017,9,14,114206,94191,71099,23092,32.5,2017/09/14(17:00),,20.3,27.2,6
2017,9,13,114206,93014,70373,22641,32.2,2017/09/13(17:00),,20.1,27.2,6.5
2017,9,12,114206,92313,72229,20084,27.8,2017/09/12(17:00),,21.8,27.8,11.8
2017,9,11,114206,92651,70946,21705,30.6,2017/09/11(15:00),,20.6,23.6,12.8
2017,9,10,114206,88745,59509,29236,49.1,2017/09/10(20:00),,22.4,27.4,12
2017,9,9,114206,89779,64087,25692,40.1,2017/09/09(15:00),,22.2,28.8,10.2
2017,9,8,114206,93909,73038,20871,28.6,2017/09/08(17:00),,22.4,28.8,10.6
2017,9,7,114206,94511,71699,22812,31.8,2017/09/07(17:00),,21.4,26.9,12.3
2017,9,6,114206,95006,71880,23126,32.2,2017/09/06(15:00),,20.9,23.9,11.7
2017,9,5,114206,94499,71944,22555,31.4,2017/09/05(15:00),,20.7,23.4,8.6
2017,9,4,114206,92846,72688,20158,27.7,2017/09/04(15:00),,21.9,27.7,7.9
2017,9,3,114206,91678,58814,32864,55.9,2017/09/03(20:00),,21.3,27.8,4.3
2017,9,2,114206,91533,61591,29942,48.6,2017/09/02(15:00),,20.7,26.5,6.4
2017,9,1,114206,94100,70931,23169,32.7,2017/09/01(17:00),,21.3,27.6,9.1
2017,8,31,114206,95847,70229,25618,36.5,2017/08/31(17:00),,21.1,27.3,7.6
2017,8,30,114206,96569,68797,27772,40.4,2017/08/30(16:00),,19.7,24,11.6
2017,8,29,114206,96582,71234,25348,35.6,2017/08/29(17:00),,22.3,26.9,11.6
2017,8,28,114206,95752,75454,20298,26.9,2017/08/28(15:00),,23.7,28.8,13.8
2017,8,27,114206,91074,59950,31124,51.9,2017/08/27(20:00),,22.4,28.6,8.7
2017,8,26,114206,91577,63547,28030,44.1,2017/08/26(15:00),,23.2,29.6,10.8
2017,8,25,114206,94808,79071,15737,19.9,2017/08/25(15:00),,25.9,31.3,16.2
2017,8,24,114206,95345,83432,11913,14.3,2017/08/24(15:00),,28,31.6,19.2
2017,8,23,114206,94851,83840,11011,13.1,2017/08/23(15:00),,27.8,32,20.4
2017,8,22,114206,94813,80879,13934,17.2,2017/08/22(17:00),,26.7,31.6,19.8
2017,8,21,114206,94942,79104,15838,20,2017/08/21(15:00),,25.4,29.4,19
2017,8,20,114206,91390,62497,28893,46.2,2017/08/20(20:00),,24.7,27.8,17.4
2017,8,19,114206,93359,67973,25386,37.3,2017/08/19(15:00),,24.9,29.1,17.3
2017,8,18,114206,95321,77648,17673,22.8,2017/08/18(17:00),,25,29.9,17.3
2017,8,17,114206,95799,77288,18511,24,2017/08/17(17:00),,24.5,28.7,16.9
2017,8,16,114206,95468,75902,19566,25.8,2017/08/16(15:00),,24.6,28.3,16.7
2017,8,15,114206,93361,67072,26289,39.2,2017/08/15(15:00),,23.2,25.2,17.1
2017,8,14,114206,94832,72855,21977,30.2,2017/08/14(15:00),,22.9,25.1,17
2017,8,13,114206,90404,61500,28904,47,2017/08/13(20:00),,24.1,26.8,14.1
2017,8,12,114206,91506,69570,21936,31.5,2017/08/12(15:00),,25.6,30.3,14.4
2017,8,11,113351,95564,80629,14935,18.5,2017/08/11(15:00),,25.8,31.2,17.6
2017,8,10,113351,94592,79807,14785,18.5,2017/08/10(17:00),,25.6,29.1,18.5
2017,8,9,113351,93714,80418,13296,16.5,2017/08/09(15:00),,25.6,28.4,18.9
2017,8,8,113351,94804,83775,11029,13.2,2017/08/08(15:00),,27.4,32.3,17.7
2017,8,7,113351,95125,84489,10636,12.6,2017/08/07(15:00),,28.5,33.8,20.1
2017,8,6,113351,88398,70906,17492,24.7,2017/08/06(21:00),,29.4,34.8,18
2017,8,5,113351,88265,72300,15965,22.1,2017/08/05(15:00),,29.6,35.1,24.7
2017,8,4,113351,91769,76990,14779,19.2,2017/08/04(17:00),,28.5,33.9,23.5
2017,8,3,113351,93031,74343,18688,25.1,2017/08/03(17:00),,27.2,31.9,13.3
2017,8,2,113351,93550,73103,20447,28,2017/08/02(17:00),,27.2,32,15.4
2017,8,1,113351,93092,71974,21118,29.3,2017/08/01(17:00),,26.6,31.9,22.9
2017,7,31,113351,93121,69467,23654,34.1,2017/07/31(15:00),,24.8,27,17.4
2017,7,30,113351,91077,63971,27106,42.4,2017/07/30(21:00),,26.1,30.6,17.6
2017,7,29,113351,90645,66214,24431,36.9,2017/07/29(12:00),,25.4,28.5,18.2
2017,7,28,113351,95482,78700,16782,21.3,2017/07/28(15:00),,26,30.2,17.7
2017,7,27,113351,95140,79180,15960,20.2,2017/07/27(17:00),,25.5,31.1,12.2
2017,7,26,113351,95163,80610,14553,18.1,2017/07/26(17:00),,26,30.8,15.7
2017,7,25,113351,94780,83321,11459,13.8,2017/07/25(15:00),,26.8,31,23.9
2017,7,24,113351,94461,82052,12409,15.1,2017/07/24(12:00),,27.1,31.2,20.5
2017,7,23,113351,89993,68319,21674,31.7,2017/07/23(21:00),,26.8,29.5,19.9
2017,7,22,113351,90733,75408,15325,20.3,2017/07/22(15:00),,27.8,32.2,18.4
2017,7,21,113351,94987,84586,10401,12.3,2017/07/21(17:00),,29.4,34.1,21.4
2017,7,20,113351,94712,84558,10154,12,2017/07/20(15:00),,28.4,33.6,19.4
2017,7,19,113351,94157,82682,11475,13.9,2017/07/19(17:00),,27.4,32.8,17.6
2017,7,18,113305,94706,80430,14276,17.7,2017/07/18(17:00),,26,30,18.5
2017,7,17,113305,93900,81042,12858,15.9,2017/07/17(15:00),,26.4,30.6,20.4
2017,7,16,113305,89317,65320,23997,36.7,2017/07/16(21:00),,26.7,30.4,19.1
2017,7,15,113305,89847,69532,20315,29.2,2017/07/15(12:00),,25.5,28.4,19.5
2017,7,14,113305,93437,83214,10223,12.3,2017/07/14(15:00),,26.8,33.2,17
2017,7,13,113305,92621,81830,10791,13.2,2017/07/13(17:00),,27.1,33,17.1
2017,7,12,113305,91477,80087,11390,14.2,2017/07/12(15:00),,27.2,32.6,18.3
2017,7,11,113305,92247,79685,12562,15.8,2017/07/11(15:00),,26.5,30.7,18.8
2017,7,10,113305,92732,78441,14291,18.2,2017/07/10(15:00),,26.1,28.5,20.6
2017,7,9,113305,88021,64400,23621,36.7,2017/07/09(21:00),,27,32,20.1
2017,7,8,113305,89545,68187,21358,31.3,2017/07/08(12:00),,25.6,28.6,19.3
2017,7,7,113305,93549,78640,14909,19,2017/07/07(15:00),,26,29.1,16.5
2017,7,6,113305,91939,80673,11266,14,2017/07/06(15:00),,25.4,30.5,14.9
2017,7,5,113305,89667,78494,11173,14.2,2017/07/05(15:00),,26,31.2,16.4
2017,7,4,113305,91290,78325,12965,16.6,2017/07/04(15:00),,25.4,29.8,17.7
2017,7,3,113305,92113,77051,15062,19.5,2017/07/03(15:00),,25.6,29.1,18.3
2017,7,2,113305,87819,61902,25917,41.9,2017/07/02(21:00),,25.6,28.8,18.9
2017,7,1,113305,86424,64637,21787,33.7,2017/07/01(15:00),,25.3,29,17.7
2017,6,30,113705,87888,75413,12475,16.5,2017/06/30(15:00),,25.3,30.4,13.6
2017,6,29,113705,87585,74958,12627,16.8,2017/06/29(15:00),,23.9,28.6,15.8
2017,6,28,113705,87698,74442,13256,17.8,2017/06/28(15:00),,24.2,29.9,15.6
2017,6,27,113705,87531,73199,14322,19.6,2017/06/27(15:00),,23.1,28.1,12.7
2017,6,26,113705,87820,73186,14634,20,2017/06/26(15:00),,22.2,26.8,14
2017,6,25,113705,85323,58182,27141,46.6,2017/06/25(21:00),,22.7,28.2,13.9
2017,6,24,113705,83428,63296,20132,31.8,2017/06/24(15:00),,23.2,29,12.9
2017,6,23,112779,86724,75077,11647,15.5,2017/06/23(15:00),,24.7,31.5,11.2
2017,6,22,112779,86466,73196,13270,18.1,2017/06/22(17:00),,23.9,30.3,11.9
2017,6,21,112779,86441,73408,13033,17.8,2017/06/21(15:00),,23.4,29.1,14.8
2017,6,20,111729,85132,73961,11171,15.1,2017/06/20(15:00),,23.2,28.7,10.9
2017,6,19,111729,85006,72473,12533,17.3,2017/06/19(17:00),,24.2,31.7,12.3
2017,6,18,112316,81885,57785,24100,41.7,2017/06/18(21:00),,23.4,31.2,10.8
2017,6,17,112316,83591,61261,22330,36.5,2017/06/17(15:00),,22.4,29.3,10.9
2017,6,16,112316,86941,71332,15609,21.9,2017/06/16(17:00),,22.2,28.7,8.6
2017,6,15,112316,84747,70246,14501,20.6,2017/06/15(17:00),,22.6,29.8,10.5
2017,6,14,112316,85205,68179,17026,25,2017/06/14(17:00),,20.7,27.2,7
2017,6,13,112316,84907,68006,16901,24.9,2017/06/13(15:00),,19.2,25.4,5.3
2017,6,12,111292,83421,66895,16526,24.7,2017/06/12(15:00),,19.5,24.8,5
2017,6,11,111292,83161,55233,27928,50.6,2017/06/11(21:00),,20.4,27.1,2.4
2017,6,10,111292,82165,58759,23406,39.8,2017/06/10(15:00),,21.2,26.6,6
2017,6,9,111292,83707,67241,16466,24.5,2017/06/09(16:00),,22,28.6,10.6
2017,6,8,111292,81647,66753,14894,22.3,2017/06/08(17:00),,20.5,26.4,15.9
2017,6,7,111292,82683,67008,15675,23.4,2017/06/07(15:00),,18.4,21.2,11.5
2017,6,6,111292,81083,61087,19996,32.7,2017/06/06(15:00),,17.8,21.7,5.9
2017,6,5,111292,81483,65530,15953,24.3,2017/06/05(17:00),,20.3,27.6,6
2017,6,4,111292,77623,54654,22969,42,2017/06/04(21:00),,19.5,27,3.9
2017,6,3,111292,76968,56898,20070,35.3,2017/06/03(15:00),,19.3,25.3,6.5
2017,6,2,111292,82221,65633,16588,25.3,2017/06/02(17:00),,19,25.6,6.3
2017,6,1,111292,81837,68853,12984,18.9,2017/06/01(15:00),,21,27.3,9.2
2017,5,31,111292,81665,69234,12431,18,2017/05/31(15:00),,21.6,27.9,11.7
2017,5,30,111292,82497,69887,12610,18,2017/05/30(15:00),,23.1,30.4,10.5
2017,5,29,111292,83014,69854,13160,18.8,2017/05/29(17:00),,23.4,30.6,11.5
2017,5,28,111292,82527,55277,27250,49.3,2017/05/28(21:00),,20.6,28.3,4.5
2017,5,27,111292,81212,56633,24579,43.4,2017/05/27(11:00),,17.5,25.1,4.2
2017,5,26,111292,83009,64402,18607,28.9,2017/05/26(17:00),,16.1,21.7,2.6
2017,5,25,111292,81835,67007,14828,22.1,2017/05/25(17:00),,19.6,27.8,6.7
2017,5,24,111292,83178,67810,15368,22.7,2017/05/24(15:00),,19.8,25.4,9.6
2017,5,23,111292,82751,67772,14979,22.1,2017/05/23(17:00),,19.6,25.5,13.7
2017,5,22,111292,81274,67482,13792,20.4,2017/05/22(17:00),,20.2,27.3,6.7
2017,5,21,111292,81065,55580,25485,45.9,2017/05/21(21:00),,20.7,27.9,8.7
2017,5,20,111292,80072,58028,22044,38,2017/05/20(15:00),,21,28.4,7.9
2017,5,19,111168,80693,66619,14074,21.1,2017/05/19(17:00),,21.5,29.5,7.4
2017,5,18,111168,80633,66176,14457,21.8,2017/05/18(17:00),,19.7,27.4,4.5
2017,5,17,111168,79301,65506,13795,21.1,2017/05/17(17:00),,17.4,24.7,3.1
2017,5,16,111168,80844,64434,16410,25.5,2017/05/16(17:00),,16.5,22.2,2.9
2017,5,15,111168,81620,64452,17168,26.6,2017/05/15(17:00),,16,21.7,10.2
2017,5,14,111168,77523,54246,23277,42.9,2017/05/14(21:00),,16.7,22.7,밀양
2017,5,13,111168,78407,57892,20515,35.4,2017/05/13(01:00),,17.5,24.5,6.9
2017,5,12,111168,80398,66500,13898,20.9,2017/05/12(11:00),,18,21.8,10.4
2017,5,11,111168,80138,65315,14823,22.7,2017/05/11(17:00),,18.9,25.8,8.2
2017,5,10,111168,80821,65137,15684,24.1,2017/05/10(11:00),,15.5,19.7,8.9
2017,5,9,111168,79013,61163,17850,29.2,2017/05/09(15:00),,14.9,19.1,8.9
2017,5,8,111168,77697,63803,13894,21.8,2017/05/08(17:00),,18.2,24.9,3.1
2017,5,7,111168,80272,53449,26823,50.2,2017/05/07(21:00),,17.3,24.7,4
2017,5,6,110671,79430,53271,26159,49.1,2017/05/06(21:00),,16.7,22.6,5.2
2017,5,5,110671,83028,56195,26833,47.7,2017/05/05(20:00),,19.8,25.1,9
2017,5,4,110671,83056,60366,22690,37.6,2017/05/04(17:00),,19.1,26.4,4.6
2017,5,3,110671,82942,58991,23951,40.6,2017/05/03(21:00),,18.3,27.2,3.2
2017,5,2,110671,82331,62100,20231,32.6,2017/05/02(17:00),,16.9,24.7,1.5
2017,5,1,110671,82501,56790,25711,45.3,2017/05/01(20:00),,17.8,25.4,4.5
2017,4,30,110671,80635,54163,26472,48.9,2017/04/30(21:00),,19.8,27.7,5
2017,4,29,110671,81130,55507,25623,46.2,2017/04/29(21:00),,17.1,25,1.7
2017,4,28,110671,80659,62861,17798,28.3,2017/04/28(17:00),,15.1,23.3,-0.1
2017,4,27,110671,79714,63751,15963,25,2017/04/27(20:00),,13,19.3,-3.2
2017,4,26,110671,80871,63329,17542,27.7,2017/04/26(11:00),,14.9,20.1,1.4
2017,4,25,110671,81209,64533,16676,25.8,2017/04/25(17:00),,16.9,22.4,5.6
2017,4,24,110671,82873,63820,19053,29.9,2017/04/24(20:00),,15,22.5,1.4
2017,4,23,110671,81850,54420,27430,50.4,2017/04/23(21:00),,14,21.8,-0.3
2017,4,22,110671,83523,56424,27099,48,2017/04/22(21:00),,13,20,1.1
2017,4,21,110671,84048,63284,20764,32.8,2017/04/21(10:00),,13,19.9,-0.7
2017,4,20,110671,83682,65335,18347,28.1,2017/04/20(15:00),,12.4,17.6,3.8
2017,4,19,110671,83051,62985,20066,31.9,2017/04/19(10:00),,13.3,19.4,2.9
2017,4,18,110671,83724,65101,18623,28.6,2017/04/18(17:00),,13.3,20.1,3.7
2017,4,17,110671,82855,66355,16500,24.9,2017/04/17(15:00),,13.6,17.2,6.5
2017,4,16,110671,82735,54282,28453,52.4,2017/04/16(21:00),,17.8,26.6,3.6
2017,4,15,110671,83099,55961,27138,48.5,2017/04/15(01:00),,17.6,24.8,6.6
2017,4,14,110502,85529,64493,21036,32.6,2017/04/14(17:00),,14.7,20.5,1.5
2017,4,13,110502,84544,64430,20114,31.2,2017/04/13(20:00),,13.1,20.3,-1.8
2017,4,12,110502,85970,64262,21708,33.8,2017/04/12(20:00),,12.3,17.7,1.2
